2pf_1.0_GHz	2pf_1.0_GHz	2pf_2.0_GHz	2pf_2.0_GHz	2pf_3.0_GHz	2pf_3.0_GHz	2pf_4.0_GHz	2pf_4.0_GHz	2pf_5.0_GHz	2pf_5.0_GHz	2pf_6.0_GHz	2pf_6.0_GHz	2pf_7.0_GHz	2pf_7.0_GHz	2pf_8.0_GHz	2pf_8.0_GHz	2pf_9.0_GHz	2pf_9.0_GHz	2pf_10.0_GHz	2pf_10.0_GHz	2pf_11.0_GHz	2pf_11.0_GHz	2pf_12.0_GHz	2pf_12.0_GHz	2pf_13.0_GHz	2pf_13.0_GHz	2pf_14.0_GHz	2pf_14.0_GHz	2pf_15.0_GHz	2pf_15.0_GHz	2pf_16.0_GHz	2pf_16.0_GHz	2pf_17.0_GHz	2pf_17.0_GHz
7.280300E+3	16.528850E-6	7.282900E+3	2.242143E-6	7.277500E+3	-1.835584E-6	7.275500E+3	-2.638265E-6	7.280600E+3	-2.675332E-6	7.278800E+3	-2.919277E-6	7.280000E+3	-1.533337E-6	7.285400E+3	-1.716498E-6	7.279800E+3	-2.103251E-6	7.286700E+3	1.886059E-6	7.285900E+3	-1.045820E-6	7.284100E+3	-536.321333E-9	7.286500E+3	-280.236733E-9	7.285800E+3	102.818720E-9	7.286100E+3	275.114267E-9	7.283800E+3	78.852413E-9	7.284500E+3	-1.518715E-6
7.333900E+3	16.591440E-6	7.333900E+3	2.527874E-6	7.331800E+3	-1.566927E-6	7.332200E+3	-2.676327E-6	7.331300E+3	-2.796528E-6	7.334100E+3	-2.796590E-6	7.331000E+3	-1.786222E-6	7.328800E+3	-1.689924E-6	7.326700E+3	-1.997144E-6	7.335200E+3	1.897176E-6	7.329300E+3	-733.761600E-9	7.334600E+3	-522.630800E-9	7.337200E+3	-232.211200E-9	7.337300E+3	-35.111074E-9	7.333600E+3	348.037067E-9	7.334900E+3	28.995347E-9	7.331600E+3	-996.799933E-9
7.378300E+3	16.481160E-6	7.383300E+3	2.743567E-6	7.380500E+3	-1.197252E-6	7.379500E+3	-3.086667E-6	7.379700E+3	-2.662107E-6	7.382500E+3	-2.533459E-6	7.384300E+3	-1.905560E-6	7.386700E+3	-1.691041E-6	7.385900E+3	-2.039549E-6	7.387100E+3	1.978951E-6	7.388500E+3	-564.881600E-9	7.386700E+3	-595.770667E-9	7.387700E+3	-158.542933E-9	7.387900E+3	24.431823E-9	7.389100E+3	390.163933E-9	7.386000E+3	99.310500E-9	7.382900E+3	-633.116600E-9
7.435200E+3	16.585840E-6	7.433900E+3	2.888853E-6	7.428000E+3	-1.173038E-6	7.434300E+3	-3.089397E-6	7.433500E+3	-2.854145E-6	7.430500E+3	-2.579530E-6	7.435100E+3	-1.704887E-6	7.432100E+3	-1.672042E-6	7.434800E+3	-1.919964E-6	7.438000E+3	2.061776E-6	7.438300E+3	-95.367888E-9	7.437300E+3	-510.646933E-9	7.438200E+3	-132.496800E-9	7.438100E+3	-127.809133E-9	7.437500E+3	345.615533E-9	7.438000E+3	126.163920E-9	7.434000E+3	-332.701267E-9
7.481500E+3	16.324720E-6	7.484700E+3	2.376253E-6	7.482800E+3	-1.596294E-6	7.482500E+3	-3.207179E-6	7.481900E+3	-3.091199E-6	7.480100E+3	-2.531225E-6	7.483100E+3	-1.552274E-6	7.486600E+3	-1.530791E-6	7.481300E+3	-2.014837E-6	7.487900E+3	1.919903E-6	7.485600E+3	-37.315167E-9	7.488100E+3	-540.015467E-9	7.483500E+3	-113.373600E-9	7.488300E+3	-89.935087E-9	7.484100E+3	402.395267E-9	7.488100E+3	186.141133E-9	7.485300E+3	-130.634193E-9
7.534900E+3	16.154470E-6	7.533200E+3	1.930582E-6	7.533000E+3	-1.772935E-6	7.529000E+3	-3.155211E-6	7.531400E+3	-2.795783E-6	7.534600E+3	-2.368677E-6	7.532400E+3	-1.572079E-6	7.529600E+3	-1.608713E-6	7.532000E+3	-1.892644E-6	7.536200E+3	1.911832E-6	7.536700E+3	172.233600E-9	7.537700E+3	-438.623933E-9	7.533800E+3	-224.139267E-9	7.535700E+3	-142.648400E-9	7.530000E+3	296.224467E-9	7.531300E+3	105.953980E-9	7.535700E+3	620.892667E-12
7.580100E+3	16.049790E-6	7.578400E+3	1.907858E-6	7.579400E+3	-1.734379E-6	7.579300E+3	-3.308570E-6	7.576900E+3	-2.617279E-6	7.575400E+3	-2.422819E-6	7.580900E+3	-1.611506E-6	7.578300E+3	-1.660866E-6	7.576800E+3	-1.904441E-6	7.577500E+3	1.981249E-6	7.579700E+3	263.379800E-9	7.586300E+3	-514.155667E-9	7.581700E+3	-199.862800E-9	7.581300E+3	-47.032073E-9	7.585300E+3	162.082000E-9	7.586000E+3	93.908813E-9	7.583900E+3	55.041447E-9
7.632200E+3	16.173100E-6	7.629000E+3	1.416611E-6	7.625000E+3	-1.632057E-6	7.628700E+3	-3.293791E-6	7.626300E+3	-3.388725E-6	7.631400E+3	-2.457465E-6	7.628000E+3	-1.798267E-6	7.627600E+3	-1.972183E-6	7.631300E+3	-2.039796E-6	7.632000E+3	1.907051E-6	7.630800E+3	325.840400E-9	7.634900E+3	-528.343000E-9	7.632900E+3	-262.820667E-9	7.633700E+3	-27.877724E-9	7.629800E+3	164.068867E-9	7.634200E+3	69.539167E-9	7.633700E+3	103.998360E-9
7.679100E+3	16.153350E-6	7.679200E+3	1.670303E-6	7.678100E+3	-1.381283E-6	7.674500E+3	-3.221336E-6	7.676400E+3	-3.609885E-6	7.679700E+3	-2.291069E-6	7.679000E+3	-1.842601E-6	7.676200E+3	-1.888111E-6	7.680400E+3	-2.015954E-6	7.677800E+3	1.927602E-6	7.682300E+3	458.026733E-9	7.683600E+3	-428.751600E-9	7.675100E+3	-172.264533E-9	7.682700E+3	-66.000127E-9	7.680000E+3	90.121513E-9	7.682800E+3	124.580680E-9	7.678200E+3	159.567467E-9
7.729000E+3	16.198440E-6	7.725700E+3	1.261143E-6	7.727100E+3	-1.889975E-6	7.726900E+3	-3.171168E-6	7.725800E+3	-3.789692E-6	7.724100E+3	-2.503905E-6	7.726700E+3	-1.966037E-6	7.721600E+3	-2.108777E-6	7.725300E+3	-1.998385E-6	7.730700E+3	1.945299E-6	7.729900E+3	491.369333E-9	7.731000E+3	-404.661400E-9	7.729700E+3	-140.071733E-9	7.731800E+3	10.461920E-9	7.729300E+3	123.214867E-9	7.725500E+3	117.378180E-9	7.733100E+3	158.946533E-9
7.775100E+3	15.915300E-6	7.777600E+3	1.320001E-6	7.775400E+3	-1.911519E-6	7.769500E+3	-3.423557E-6	7.772300E+3	-3.842293E-6	7.769400E+3	-2.707307E-6	7.773500E+3	-2.004842E-6	7.775300E+3	-2.129825E-6	7.773900E+3	-2.202901E-6	7.774100E+3	1.933999E-6	7.778400E+3	649.508067E-9	7.779400E+3	-472.214533E-9	7.775600E+3	-69.911687E-9	7.781300E+3	-2.079957E-9	7.779700E+3	101.328393E-9	7.780400E+3	110.828093E-9	7.781000E+3	105.550447E-9
7.825000E+3	16.363450E-6	7.824600E+3	1.381718E-6	7.820100E+3	-1.810994E-6	7.822700E+3	-3.329864E-6	7.820600E+3	-3.604418E-6	7.822500E+3	-2.785785E-6	7.824900E+3	-1.853465E-6	7.824000E+3	-2.337386E-6	7.823500E+3	-1.993975E-6	7.827000E+3	1.958772E-6	7.820700E+3	412.019200E-9	7.825200E+3	-559.604267E-9	7.824700E+3	-166.676600E-9	7.827100E+3	-121.941787E-9	7.825700E+3	123.680400E-9	7.829200E+3	128.274933E-9	7.826600E+3	111.666100E-9
7.874000E+3	16.405920E-6	7.866600E+3	1.476464E-6	7.870000E+3	-1.597474E-6	7.868200E+3	-3.431503E-6	7.865700E+3	-3.415237E-6	7.867800E+3	-2.794853E-6	7.868600E+3	-1.836143E-6	7.873400E+3	-2.409533E-6	7.874000E+3	-1.985223E-6	7.869500E+3	1.977894E-6	7.874600E+3	427.354733E-9	7.874600E+3	-633.520333E-9	7.873300E+3	-57.835467E-9	7.877700E+3	-52.433763E-9	7.876400E+3	147.460400E-9	7.874200E+3	163.727333E-9	7.875900E+3	132.931620E-9
